Typ;Nr.;Name;d;X;Y;latitude;longitude;Untergeordnete Exportnummer;HAFAS Nr.
Zugang und ÖV;17;Tramsteig Möllendorffstraße hinter Frankfurter Allee;0;4600411;5821123;52.514.007;13.477.582;9720517;
Zwischenpunkt;27;Bahnsteig U5 (Treppe zum Zwischengeschoss Ringcenter);-2;4600261;5821079;52.513.639;13.475.360;9720527;
Zwischenpunkt;23;Zwischengeschoss Ringcenter (Aufzug zum Zugang Frankfurter Allee);-1;4600245;5821098;52.513.813;13.475.130;9720523;
Zwischenpunkt;22;Zwischengeschoss Ringcenter (Treppe Frankfurter Allee/Jessnerstraße);-1;4600261;5821077;52.513.621;13.475.359;9720522;
Zugang;7;Zugang (Treppe) Frankfurter Allee/Gürtelstraße;0;4600329;5821048;52.513.348;13.476.352;9720507;
Zwischenpunkt;19;Zwischengeschoss Ringcenter (Treppe zum Bahnsteig U5);-1;4600261;5821078;52.513.630;13.475.360;9720519;
Zwischenpunkt;31;Zwischengeschoss (Treppe Frankfurter Allee);1;4600232;5821194;52.514.678;13.474.967;9720531;
Zugang;6;Zugang (Treppe) Frankfurter Allee/Jessnerstraße;0;4600211;5821073;52.513.594;13.474.622;9720506;
ÖV;1;Bahnsteig U5;-2;4600252;5821080;52.513.650;13.475.228;9720501;
Zwischenpunkt;24;Zwischengeschoss Gürtelstraße (Treppe zum Bahnsteig U5);-1;4600261;5821077;52.513.621;13.475.359;9720524;
Zugang und ÖV;15;Bushaltestelle Möllendorffstraße vor Frankfurter Allee;0;4600385;5821098;52.513.787;13.477.191;9720515;
Zwischenpunkt;20;Zwischengeschoss Ringcenter (Aufzug zum Bahnsteig U5);-1;4600261;5821078;52.513.630;13.475.360;9720520;
Zwischenpunkt;33;Bahnsteig S-Bahn (Treppe zum Zwischengeschoss);2;4600232;5821194;52.514.678;13.474.967;9720533;
Zwischenpunkt;25;Zwischengeschoss Gürtelstraße (Treppe Frankfurter Allee/Gürtelstraße);-1;4600261;5821077;52.513.621;13.475.359;9720525;
Zugang und ÖV;12;Bushaltestelle Frankfurter Allee hinter Jessnerstraße;0;4600231;5821071;52.513.573;13.474.916;9720512;
Bauwerk;187;S Ostkreuz;;4599860;5819870;52.502.851;13.469.093;120003;9120003
Zwischenpunkt;19;Zwischengeschoss Bahnsteig Gleis 5+6, Treppe (Nord) zum Bahnsteig Gleis 11+12;1;4599878;5819913;52.503.234;13.469.371;9749169;
Zwischenpunkt;21;Bahnsteig Gleis 3+4, Treppe zum Zwischengeschoss Bahnsteig Gleis 3+4;0;4599863;5819893;52.503.058;13.469.144;9749171;
Zugang und ÖV;7;Bushaltestelle Hauptstraße vor Markgrafendamm;0;4599794;5819851;52.502.693;13.468.115;9749157;
Zwischenpunkt;9;Bahnsteig Gleis 11+12, Treppe zum Zugangsbereich Markgrafendamm;2;4599867;5819865;52.502.805;13.469.194;9749159;
Zwischenpunkt;10;Bahnsteig Gleis 11+12, Treppe (Süd) zum Zwischengeschoss Bahnsteig Gleis 3+4;2;4599872;5819887;52.503.002;13.469.274;9749160;
Zwischenpunkt;23;Bahnsteig Gleis 3+4, Treppe zum Bahnsteig A;0;4599717;5819935;52.503.462;13.467.007;9749173;
Zwischenpunkt;24;Bahnsteig Gleis 5+6, Treppe zum Zwischengeschoss Bahnsteig Gleis 5+6;0;4599867;5819913;52.503.236;13.469.209;9749174;
Zwischenpunkt;25;Bahnsteig Gleis 5+6, Treppe zum Übergang;0;4599789;5819938;52.503.475;13.468.068;9749175;
Zwischenpunkt;29;Übergang, Treppe zum Zugangsbereich Markgrafendamm;1;4599758;5819890;52.503.050;13.467.597;9749179;
Zwischenpunkt;33;Zugangsbereich Markgrafendamm, Treppe zum Bahnsteig Gleis 11+12;0;4599864;5819853;52.502.698;13.469.146;9749183;
Zwischenpunkt;36;Zugangsbereich Sonntagstraße, Treppe zum Bahnsteig 11+12;0;4599876;5819952;52.503.585;13.469.353;9749186;
Zwischenpunkt;11;Bahnsteig Gleis 11+12, Treppe (Nord) zum Zwischengeschoss Bahnsteig Gleis 3+4;2;4599874;5819896;52.503.082;13.469.307;9749161;
Zwischenpunkt;13;Bahnsteig Gleis 11+12, Treppe (Nord) zum Zwischengeschoss Bahnsteig Gleis 5+6;2;4599879;5819916;52.503.261;13.469.386;9749163;
Zwischenpunkt;17;Zwischengeschoss Bahnsteig Gleis 3+4, Treppe zum Bahnsteig Gleis3+4;1;4599866;5819893;52.503.057;13.469.188;9749167;
Zugang und ÖV;8;Bushaltestelle Hauptstraße hinter Markgrafendamm;0;4599824;5819830;52.502.499;13.468.551;9749158;
Zwischenpunkt;31;Übergang, Treppe zum Bahnsteig Gleis 5+6;1;4599772;5819943;52.503.523;13.467.819;9749181;
Zwischenpunkt;34;Zugangsbereich Markgrafendamm, Treppe zum Übergang;0;4599773;5819873;52.502.894;13.467.813;9749184;
ÖV;2;Bahnsteig Gleis 5+6;0;4599806;5819933;52.503.427;13.468.317;9749152;
Zwischenpunkt;12;Bahnsteig Gleis 11+12, Treppe (Süd) zum Zwischengeschoss Bahnsteig Gleis 5+6;2;4599876;5819906;52.503.172;13.469.339;9749162;
Zwischenpunkt;30;Übergang, Treppe zum Bahnsteig Gleis 3+4;1;4599766;5819919;52.503.309;13.467.724;9749180;
Zwischenpunkt;22;Bahnsteig Gleis 3+4, Treppe zum Übergang;0;4599780;5819916;52.503.279;13.467.929;9749172;
Zwischenpunkt;26;Bahnsteig Gleis 5+6, Treppe zum Bahnsteig A;0;4599708;5819951;52.503.607;13.466.879;9749176;
Zwischenpunkt;28;Bahnsteig A, Treppe zum Bahnsteig Gleis 3+4;1;4599693;5819953;52.503.628;13.466.659;9749178;
Zwischenpunkt;32;Übergang, Treppe zum Zugangsbereich Sonntagstraße;1;4599782;5819984;52.503.890;13.467.979;9749182;
ÖV;1;Bahnsteig A, Gleis 2, Linie S9 Richtung Warschauer Straße;1;4599649;5819992;52.503.986;13.466.023;9749151;
Zugang;5;Zugang Sonntagstraße;0;4599784;5819999;52.504.024;13.468.012;9749155;
Zwischenpunkt;16;Zwischengeschoss Bahnsteig Gleis 3+4, Treppe (Nord) zum Bahnsteig Gleis 11+12;1;4599873;5819893;52.503.056;13.469.291;9749166;
Zwischenpunkt;18;Zwischengeschoss Bahnsteig Gleis 5+6, Treppe (Süd) zum Bahnsteig Gleis 11+12;1;4599877;5819909;52.503.199;13.469.355;9749168;
Zwischenpunkt;27;Bahnsteig A, Treppe zum Bahnsteig Gleis 5+6;1;4599697;5819954;52.503.636;13.466.718;9749177;
Zwischenpunkt;35;Zugangsbereich Sonntagstraße, Treppe zum Übergang;0;4599799;5819980;52.503.851;13.468.228;9749185;
ÖV;4;Bahnsteig Gleis 11+12, Ringbahn;2;4599875;5819901;52.503.127;13.469.323;9749154;
ÖV;3;Bahnsteig Gleis 3+4;0;4599802;5819910;52.503.221;13.468.251;9749153;
Zwischenpunkt;14;Bahnsteig Gleis 11+12, Treppe zum Zugangsbereich Sonntagstraße;2;4599882;5819932;52.503.404;13.469.435;9749164;
Zwischenpunkt;15;Zwischengeschoss Bahnsteig Gleis 3+4, Treppe (Süd) zum Bahnsteig Gleis 11+12;1;4599872;5819890;52.503.029;13.469.275;9749165;
Zwischenpunkt;20;Zwischengeschoss Bahnsteig Gleis 5+6, Treppe zum Bahnsteig Gleis 5+6;1;4599870;5819912;52.503.227;13.469.252;9749170;
Zugang;6;Zugang Markgrafendamm/Hauptstraße;0;4599809;5819849;52.502.672;13.468.336;9749156;
Bauwerk;194;S Treptower Park;;4599370;5818780;52.493.149;13.461.554;190001;9190001
Zugang;6;Zugang (Rampe) Elsenstraße/Puschkinallee;0;4599322;5818793;52.493.274;13.460.852;9748706;
Zwischenpunkt;12;Bahnsteig Gleis 1+2, Treppe zum Süddurchgang;2;4599343;5818789;52.493.234;13.461.159;9748712;
Zwischenpunkt;13;Bahnsteig Gleis 3+4, Treppe zum Norddurchgang;2;4599389;5818864;52.493.900;13.461.859;9748713;
Zwischenpunkt;14;Bahnsteig Gleis 3+4, Aufzug zum Norddurchgang;2;4599383;5818852;52.493.793;13.461.767;9748714;
Zwischenpunkt;15;Bahnsteig Gleis 3+4, Treppe zum Süddurchgang;2;4599354;5818785;52.493.196;13.461.320;9748715;
Zwischenpunkt;19;Süddurchgang, Rampe zum Zugang Elsenstraße/Puschkinallee;1;4599324;5818791;52.493.256;13.460.880;9748719;
Zwischenpunkt;24;Zugangsbereich Treptower Park/Puschkinallee, Treppe zum Süddurchgang;0;4599364;5818767;52.493.033;13.461.462;9748724;
ÖV;1;Bahnsteig Gleis 1+2, Richtung Süden;2;4599357;5818820;52.493.510;13.461.375;9748701;
Zugang und ÖV;7;Bushaltestelle Puschkinallee vor Elsenstraße;0;4599400;5818680;52.492.245;13.461.966;9748707;
Zugang;3;Zugang An den Treptowers/Hoffmannstraße;0;4599357;5818871;52.493.969;13.461.390;9748703;
Zwischenpunkt;10;Bahnsteig Gleis 1+2, Treppe zum Norddurchgang;2;4599380;5818868;52.493.937;13.461.728;9748710;
Zwischenpunkt;11;Bahnsteig Gleis 1+2, Aufzug zum Norddurchgang;2;4599376;5818857;52.493.839;13.461.665;9748711;
Zwischenpunkt;21;Norddurchgang, Treppe zum Bahnsteig Gleis 3+4;0;4599388;5818862;52.493.882;13.461.844;9748721;
Zugang;5;Zugang Treptower Park/Puschkinallee;0;4599366;5818765;52.493.015;13.461.491;9748705;
Zwischenpunkt;17;Süddurchgang, Treppe zum Bahnsteig Gleis 3+4;1;4599353;5818782;52.493.170;13.461.305;9748717;
Zwischenpunkt;18;Süddurchgang, Treppe zum Zugangsbereich Treptower Park/Puschkinallee;1;4599361;5818769;52.493.051;13.461.418;9748718;
Zwischenpunkt;23;Norddurchgang, Aufzug zum Bahnsteig Gleis 3+4;0;4599384;5818854;52.493.811;13.461.782;9748723;
ÖV;2;Bahnsteig Gleis 3+4, Richtung Ostkreuz;2;4599368;5818815;52.493.463;13.461.535;9748702;
Zugang und ÖV;8;Bushaltestelle An den Treptowers hinter Elsenstraße;0;4599355;5818897;52.494.202;13.461.368;9748708;
Zwischenpunkt;16;Süddurchgang, Treppe zum Bahnsteig Gleis 1+2;1;4599341;5818787;52.493.217;13.461.129;9748716;
Zwischenpunkt;20;Norddurchgang, Treppe zum Bahnsteig Gleis 1+2;0;4599379;5818865;52.493.911;13.461.712;9748720;
Zwischenpunkt;22;Norddurchgang, Aufzug zum Bahnsteig Gleis 1+2;0;4599377;5818859;52.493.857;13.461.681;9748722;
Zugang;4;Zugang Treptower Park;0;4599409;5818844;52.493.717;13.462.147;9748704;
Zugang und ÖV;9;Bushaltestelle An den Treptowers vor Elsenstraße;0;4599304;5818889;52.494.140;13.460.615;9748709;
Bauwerk;157;S+U Tempelhof;;4594270;5816180;52.470.694;13.385.754;68201;9068201
ÖV;2;Bahnsteig S-Bahn;1;4594189;5816210;52.470.978;13.384.571;9719202;
Zugang;5;Zugang Tempelhofer Damm/Ringbahnstraße;0;4594233;5816151;52.470.440;13.385.202;9719205;
Zwischenpunkt;12;Bahnsteig U6 (Treppe zum Zwischengeschoss Schalterhalle);-2;4594268;5816105;52.470.021;13.385.704;9719212;
Zwischenpunkt;13;Bahnsteig U6 (Aufzug U6);-2;4594268;5816105;52.470.021;13.385.704;9719213;
Zwischenpunkt;16;Zwischengeschoss Ringbahnstraße (Treppe Tempelhofer Damm/Germaniastraße);-1;4594268;5816105;52.470.021;13.385.704;9719216;
Zwischenpunkt;17;Zwischengeschoss Schalterhalle (Treppe zum Bahnsteig U6);-1;4594267;5816105;52.470.021;13.385.689;9719217;
Zwischenpunkt;21;Schalterhalle (Aufzug S-Bahn);0;4594234;5816174;52.470.646;13.385.223;9719221;
Zugang;3;Zugang (Treppe) Tempelhofer Damm/Manteuffelstraße;0;4594249;5815985;52.468.946;13.385.390;9719203;
Zugang;6;Zugang Tempelhofer Damm/Hoeppnerstraße;0;4594234;5816204;52.470.916;13.385.232;9719206;
Zugang;7;Zugang (Aufzug U6);0;4594262;5816119;52.470.148;13.385.620;9719207;
Zugang und ÖV;8;Bushaltestelle Tempelhofer Damm gegenüber Hoeppnerstraße;0;4594273;5816242;52.471.251;13.385.816;9719208;
Zwischenpunkt;14;Zwischengeschoss Ringbahnstraße (Treppe zum Bahnsteig U6);-1;4594268;5816105;52.470.021;13.385.704;9719214;
Zwischenpunkt;11;Bahnsteig U6 (Treppe zum Zwischengeschoss Ringbahnstraße);-2;4594268;5816105;52.470.021;13.385.704;9719211;
Zwischenpunkt;23;Bahnsteig S-Bahn (Aufzug S-Bahn);1;4594195;5816207;52.470.950;13.384.659;9719223;
ÖV;1;Bahnsteig U6;-2;4594262;5816105;52.470.022;13.385.616;9719201;
Zugang und ÖV;10;Bushaltestelle Hoeppnerstraße hinter Tempelhofer Damm;0;4594160;5816285;52.471.656;13.384.166;9719210;
Zwischenpunkt;20;Schalterhalle (Treppe zum Bahnsteig S-Bahn);0;4594235;5816174;52.470.646;13.385.238;9719220;
Zwischenpunkt;22;Bahnsteig S-Bahn (Treppe zur Schalterhalle);1;4594195;5816207;52.470.950;13.384.659;9719222;
Zugang;4;Zugang (Treppe) Tempelhofer Damm/Germaniastraße;0;4594279;5815986;52.468.950;13.385.832;9719204;
Zwischenpunkt;18;Zwischengeschoss Schalterhalle (Treppe zur Schalterhalle);-1;4594267;5816105;52.470.021;13.385.689;9719218;
Zwischenpunkt;19;Schalterhalle (Treppe zum Zwischengeschoss Schalterhalle);0;4594235;5816175;52.470.655;13.385.238;9719219;
Zugang und ÖV;9;Bushaltestelle Tempelhofer Damm hinter Hoeppnerstraße;0;4594253;5816211;52.470.976;13.385.513;9719209;
Zwischenpunkt;15;Zwischengeschoss Ringbahnstraße (Treppe Tempelhofer Damm/Manteuffelstraße);-1;4594268;5816105;52.470.021;13.385.704;9719215;
Bauwerk;216;S Schöneberg;;4592020;5817120;52.479.523;13.352.913;54104;9054104
Zugang und ÖV;5;Bushaltestelle Dominicusstraße hinter Ebersstraße;0;4592011;5817142;52.479.722;13.352.787;9747605;
Zwischenpunkt;24;Zwischengeschoss Rampe, Treppe zum Bahnsteig (Ringbahn);2;4591845;5817060;52.479.013;13.350.321;9747624;
Zwischenpunkt;16;Bahnsteig (Wannseebahn), Fahrtreppe vom Bahnsteig (Ringbahn);1;4591958;5817100;52.479.353;13.351.995;9747616;
Zwischenpunkt;12;Bahnsteig (Ringbahn), Treppe (Ost) zum Bahnsteig (Wannseebahn);3;4591975;5817110;52.479.440;13.352.248;9747612;
Zwischenpunkt;9;Bahnsteig (Ringbahn), Aufzug zum Bahnsteig (Wannseebahn);3;4591959;5817109;52.479.434;13.352.012;9747609;
ÖV;2;Bahnsteig Gleis 1+2 (Wannseebahn);1;4591938;5817054;52.478.943;13.351.688;9747602;
Zwischenpunkt;22;Eingangshalle Dominicusstr., Fahrtreppe zum Bahnsteig (Wannseebahn);0;4591983;5817138;52.479.691;13.352.373;9747622;
Zwischenpunkt;17;Bahnsteig (Wannseebahn), Aufzug zum Bahnsteig (Ringbahn);1;4591961;5817110;52.479.443;13.352.042;9747617;
Zwischenpunkt;19;Bahnsteig (Wannseebahn), Fahrtreppe von der Eingangshalle Dominicusstr.;1;4591981;5817135;52.479.664;13.352.343;9747619;
Zwischenpunkt;18;Bahnsteig (Wannseebahn), Treppe zur Eingangshalle Dominicusstr.;1;4591984;5817133;52.479.645;13.352.387;9747618;
Zwischenpunkt;25;Zwischengeschoss Rampe, Treppe zum Zugangsbereich Ebersstr.;1;4591838;5817058;52.478.996;13.350.218;9747625;
Zugang;4;Zugang Dominicusstr./Sachsendamm;0;4591991;5817154;52.479.833;13.352.496;9747604;
Zugang und ÖV;6;Bushaltestelle Dominicusstraße vor Ebersstraße;0;4592003;5817181;52.480.074;13.352.680;9747606;
ÖV;1;Bahnsteig Gleis 1+2 (Ringbahn);3;4591892;5817073;52.479.122;13.351.017;9747601;
Zwischenpunkt;15;Bahnsteig (Wannseebahn), Fahrtreppe zum Bahnsteig (Ringbahn);1;4591960;5817101;52.479.362;13.352.025;9747615;
Zwischenpunkt;7;Bahnsteig (Ringbahn), Treppe zum Zwischengeschoss Rampe;3;4591849;5817062;52.479.030;13.350.381;9747607;
Zwischenpunkt;14;Bahnsteig (Wannseebahn), Treppe (Ost) zum Bahnsteig (Ringbahn);1;4591972;5817107;52.479.414;13.352.203;9747614;
Zwischenpunkt;26;Zugangsbereich Ebersstr., Treppe zum Zwischengeschoss Rampe;0;4591830;5817067;52.479.078;13.350.103;9747626;
Zwischenpunkt;10;Bahnsteig (Ringbahn), Fahrtreppe zum Bahnsteig (Wannseebahn);3;4591961;5817105;52.479.398;13.352.041;9747610;
Zwischenpunkt;11;Bahnsteig (Ringbahn), Fahrtreppe vom Bahnsteig (Wannseebahn);3;4591959;5817104;52.479.389;13.352.011;9747611;
Zugang;3;Zugang Ebersstr.;0;4591822;5817087;52.479.259;13.349.990;9747603;
Zwischenpunkt;20;Bahnsteig (Wannseebahn), Aufzug zur Eingangshalle Dominicusstr.;1;4591981;5817144;52.479.745;13.352.346;9747620;
Zwischenpunkt;23;Eingangshalle Dominicusstr., Aufzug zum Bahnsteig (Wannseebahn);0;4591983;5817147;52.479.771;13.352.376;9747623;
Zwischenpunkt;8;Bahnsteig (Ringbahn), Treppe (West) zum Bahnsteig (Wannseebahn);3;4591942;5817094;52.479.302;13.351.758;9747608;
Zwischenpunkt;21;Eingangshalle Dominicusstr., Treppe zum Bahnsteig (Wannseebahn);0;4591986;5817136;52.479.672;13.352.417;9747621;
Zwischenpunkt;13;Bahnsteig (Wannseebahn), Treppe (West) zum Bahnsteig (Ringbahn);1;4591946;5817096;52.479.319;13.351.817;9747613;
Bauwerk;155;S+U Heidelberger Platz;;4589230;5817060;52.479.446;13.311.843;45102;9045102
Zugang;8;Zugang (Treppe) Barstraße/Rudolstädter Straße;0;4589324;5817223;52.480.895;13.313.270;9718908;
Zugang;9;Zugang (Rolltreppe) Barstraße/Rudolstädter Straße;0;4589328;5817226;52.480.922;13.313.330;9718909;
Zwischenpunkt;23;Rondell (Treppe Heidelberger Platz/Aßmannshauser Straße);-2;4589235;5817091;52.479.724;13.311.925;9718923;
Zwischenpunkt;18;Bahnsteig U3 (Aufzug zum Bahnsteig S-Bahn);-3;4589254;5817104;52.479.838;13.312.208;9718918;
Zugang;5;Zugang (Treppe) Mecklenburgische Straße/Rudolstädter Straße;0;4589208;5817113;52.479.926;13.311.534;9718905;
Zwischenpunkt;19;Bahnsteig U3 (Treppe zum Rondell);-3;4589254;5817105;52.479.847;13.312.208;9718919;
Zwischenpunkt;22;Rondell (Treppe zum Bahnsteig U3);-2;4589235;5817091;52.479.724;13.311.925;9718922;
Zugang und ÖV;31;Bushaltestelle Rudolstädter Straße vor Mecklenburgische Straße;0;4589264;5817190;52.480.609;13.312.378;9718931;
Zwischenpunkt;25;Zwischengeschoss (Rolltreppe zum Bahnsteig U3);-2;4589255;5817104;52.479.837;13.312.223;9718925;
Zwischenpunkt;16;Bahnsteig S-Bahn (Aufzug zum Bahnsteig U3);-1;4589193;5817129;52.480.072;13.311.317;9718916;
Zwischenpunkt;30;Treppenabsatz (Rolltreppe Barstrstraße/Rudolstädter Straße);-1;4589235;5817091;52.479.724;13.311.925;9718930;
ÖV;2;Bahnsteig S-Bahn;-1;4589194;5817129;52.480.072;13.311.332;9718902;
Zugang;7;Zugang (Treppe) Stadtbad/Brabanter Straße/Detmolder Straße;0;4589354;5817197;52.480.657;13.313.704;9718907;
Zugang;3;Zugang (Treppe) Heidelberger Platz/Mecklenburgische Straße;0;4589242;5817097;52.479.777;13.312.030;9718903;
Zwischenpunkt;17;Bahnsteig U3 (Treppe zum Bahnsteig S-Bahn);-3;4589255;5817104;52.479.837;13.312.223;9718917;
Zwischenpunkt;15;Bahnsteig S-Bahn (Treppe zum Bahnsteig U3);-1;4589192;5817129;52.480.072;13.311.302;9718915;
Zugang und ÖV;10;Bushaltestelle Mecklenburgische Straße vor Detmolder Straße;0;4589241;5817106;52.479.858;13.312.017;9718910;
Zwischenpunkt;28;Treppenabsatz (Treppe zum Zwischengeschoss);-1;4589235;5817092;52.479.733;13.311.925;9718928;
Zugang und ÖV;11;Bushaltestelle Mecklenburgische Straße hinter Rudolstädter Straße;0;4589232;5817127;52.480.048;13.311.890;9718911;
Zwischenpunkt;12;Bahnsteig S-Bahn (Treppe Heidelberger Platz/Mecklenburger Straße);-1;4589193;5817129;52.480.072;13.311.317;9718912;
Zwischenpunkt;21;Bahnsteig U3 (Rolltreppe zum Zwischengeschoss);-3;4589254;5817105;52.479.847;13.312.208;9718921;
ÖV;1;Bahnsteig U3;-3;4589254;5817105;52.479.847;13.312.208;9718901;
Zugang;4;Zugang (Aufzug) Heidelberger Platz/Mecklenburgische Straße;0;4589243;5817097;52.479.776;13.312.044;9718904;
Zwischenpunkt;29;Treppenabsatz (Treppe Barstraße/Rudolstädter Straße);-1;4589235;5817090;52.479.715;13.311.925;9718929;
Zwischenpunkt;20;Bahnsteig U3 (Treppe zum Zwischengeschoss);-3;4589254;5817105;52.479.847;13.312.208;9718920;
Zwischenpunkt;14;Bahnsteig S-Bahn (Treppe Mecklenburgische Straße/Rudolstädter Straße);-1;4589192;5817129;52.480.072;13.311.302;9718914;
Zwischenpunkt;26;Zwischengeschoss (Treppe Stadtbad/Brabanter Straße/Detmolder Straße);-2;4589254;5817104;52.479.838;13.312.208;9718926;
Zugang;6;Zugang (Treppe) Heidelberger Platz/Aßmannshauser Straße;0;4589272;5816993;52.478.837;13.312.443;9718906;
Zwischenpunkt;27;Zwischengeschoss (Treppe zum Treppenabsatz);-2;4589254;5817105;52.479.847;13.312.208;9718927;
Zwischenpunkt;24;Zwischengeschoss (Treppe zum Bahnsteig U3);-2;4589255;5817104;52.479.837;13.312.223;9718924;
Zwischenpunkt;13;Bahnsteig S-Bahn (Aufzug Heidelberger Platz/Mecklenburger Straße);-1;4589193;5817129;52.480.072;13.311.317;9718913;
Zugang und ÖV;32;Bushaltestelle Detmolder Straße vor Mecklenburgische Straße;0;4589341;5817157;52.480.300;13.313.502;9718932;
Bauwerk;175;S Westkreuz;;4587230;5819440;52.501.152;13.283.036;24102;9024102
Zwischenpunkt;10;Bahnsteig Gleis 3+4, Treppe (West) zum Zwischengeschoss Süd;-3;4587286;5819399;52.500.775;13.283.850;9749760;
Zwischenpunkt;19;Zwischengeschoss Süd, Treppe (Ost) zum Bahnsteig Gleis 3+4;-2;4587299;5819403;52.500.808;13.284.042;9749769;
Zwischenpunkt;15;Zwischengeschoss Nord, Treppe (Ost) zum Bahnsteig Gleis 1+2;-2;4587275;5819418;52.500.947;13.283.693;9749765;
Zwischenpunkt;32;Zugangsbereich, Treppe zum Bahnsteig Ringbahn;0;4587265;5819445;52.501.191;13.283.553;9749782;
Zwischenpunkt;14;Zwischengeschoss Nord, Treppe (West) zum Bahnsteig Gleis 1+2;-2;4587272;5819412;52.500.894;13.283.647;9749764;
Zwischenpunkt;28;Bahnsteig Ringbahn, Aufzug zum Bahnsteig Gleis 3+4;-1;4587297;5819396;52.500.746;13.284.011;9749778;
Zwischenpunkt;29;Bahnsteig Ringbahn, Rolltreppe vom Bahnsteig Gleis 3+4;-1;4587287;5819403;52.500.810;13.283.866;9749779;
Zwischenpunkt;20;Zwischengeschoss Süd, Treppe (Nord) zum Bahnsteig Ringbahn;-2;4587296;5819407;52.500.845;13.283.999;9749770;
Zwischenpunkt;8;Bahnsteig Gleis 1+2, Aufzug zum Bahnsteig Ringbahn;-3;4587281;5819420;52.500.964;13.283.782;9749758;
Zwischenpunkt;18;Zwischengeschoss Süd, Treppe (West) zum Bahnsteig Gleis 3+4;-2;4587281;5819392;52.500.712;13.283.774;9749768;
Zwischenpunkt;30;Bahnsteig Ringbahn, Treppe zum Zugangsbereich;-1;4587267;5819440;52.501.146;13.283.581;9749780;
Zwischenpunkt;23;Bahnsteig Ringbahn, Treppe (Süd) zum Zwischengeschoss Nord;-1;4587266;5819426;52.501.020;13.283.562;9749773;
Zugang;4;Zugang Messedamm/Halenseestr.;0;4587232;5819434;52.501.098;13.283.064;9749754;
ÖV;3;Bahnsteig Ringbahn;-1;4587276;5819431;52.501.064;13.283.711;9749753;
Zwischenpunkt;27;Bahnsteig Ringbahn, Rolltreppe vom Bahnsteig Gleis 1+2;-1;4587271;5819426;52.501.020;13.283.636;9749777;
Zwischenpunkt;11;Bahnsteig Gleis 3+4, Treppe (Ost) zum Zwischengeschoss Süd;-3;4587295;5819401;52.500.791;13.283.983;9749761;
Zwischenpunkt;12;Bahnsteig Gleis 3+4, Aufzug zum Bahnsteig Ringbahn;-3;4587291;5819398;52.500.765;13.283.923;9749762;
ÖV;1;Bahnsteig Gleis 1+2 (Richtung Spandau/Potsdam);-3;4587302;5819428;52.501.033;13.284.093;9749751;
Zugang und ÖV;5;Bushaltestelle Halenseestraße vor Am Westkreuz;0;4587136;5819462;52.501.365;13.281.658;9749755;
Zwischenpunkt;25;Bahnsteig Ringbahn, Treppe (Süd) zum Zwischengeschoss Süd;-1;4587293;5819391;52.500.702;13.283.951;9749775;
Zwischenpunkt;24;Bahnsteig Ringbahn, Treppe (Nord) zum Zwischengeschoss Süd;-1;4587286;5819394;52.500.730;13.283.849;9749774;
Zwischenpunkt;33;Zugangsbereich, Aufzug zum Bahnsteig Ringbahn;0;4587259;5819441;52.501.156;13.283.463;9749783;
Zwischenpunkt;22;Bahnsteig Ringbahn, Treppe (Nord) zum Zwischengeschoss Nord;-1;4587270;5819421;52.500.975;13.283.620;9749772;
Zwischenpunkt;6;Bahnsteig Gleis 1+2, Treppe (West) zum Zwischengeschoss Nord;-3;4587271;5819415;52.500.921;13.283.633;9749756;
